Customer_ID,Signup_Date,Age,Gender,Annual_Income,Spending_Score,Membership_Type,Preferred_Category,Total_Purchases,Total_Spent,Last_Active_Days,Satisfaction_Score,Churn
CUST1279,2025-10-20,38.0,Male,82974,13,Bronze,Clothing,10,834.22,65,3.0,0
CUST1280,2024-07-26,34.0,Male,42748,40,Silver,Beauty,3,132.28,166,,1
CUST1281,2024-05-10,42.0,Female,32116,89,Gold,Clothing,18,854.2,166,4.0,0
CUST1282,2025-02-07,32.0,Male,32892,68,Silver,Clothing,10,465.24,114,3.0,0
CUST1283,2024-05-31,34.0,Male,40131,42,Silver,Home & Kitchen,6,282.23,29,1.0,0
CUST1284,2024-02-23,28.0,Female,46534,19,Bronze,Home & Kitchen,6,310.76,104,5.0,0
CUST1285,2024-04-29,18.0,Male,60880,82,Silver,Electronics,16,1039.82,175,4.0,1
CUST1286,2025-11-03,41.0,Male,39114,94,Silver,Clothing,14,603.52,30,3.0,0
CUST1287,2025-09-19,,Male,60282,19,Bronze,Home & Kitchen,7,450.55,152,5.0,0
CUST1288,2025-08-09,32.0,Male,62283,58,Gold,Sports & Outdoors,16,987.42,178,2.0,1
CUST1289,2025-09-16,38.0,Male,57066,23,Bronze,Home & Kitchen,1,67.05,12,2.0,1
CUST1290,2025-02-23,18.0,Female,34309,54,Silver,Clothing,10,492.76,127,4.0,1
CUST1291,2025-02-25,18.0,Male,64975,80,Silver,Electronics,14,1034.21,169,,1
CUST1292,2024-04-13,31.0,Male,123889,65,Gold,Beauty,8,898.16,100,4.0,1
CUST1293,2024-09-10,40.0,Female,59456,12,Silver,Beauty,3,190.51,66,3.0,1
CUST1294,2024-08-14,43.0,Female,16537,24,Silver,Electronics,4,126.82,79,1.0,1
CUST1295,2024-04-21,18.0,Male,88520,34,Silver,Electronics,3,277.83,102,4.0,1
CUST1296,2025-05-24,42.0,Female,40681,53,Gold,Home & Kitchen,7,277.95,18,2.0,0
CUST1297,2025-04-17,32.0,Male,133375,8,Silver,Clothing,1,129.85,173,,0
CUST1298,2024-04-08,24.0,Female,56454,18,Silver,Clothing,4,223.31,142,4.0,0
CUST1299,2024-06-01,,Female,27467,57,Silver,Electronics,12,445.43,31,5.0,0
CUST1300,2024-12-03,44.0,Male,23594,5,Bronze,Clothing,3,122.85,176,4.0,0
CUST1301,2025-12-06,38.0,Female,480000,26,Gold,Clothing,5,1000.0,148,2.0,1
CUST1302,2024-06-11,35.0,Male,83868,30,Silver,Home & Kitchen,2,183.04,64,4.0,0
CUST1303,2025-12-20,,Female,131274,54,Silver,Clothing,11,1309.7,26,4.0,0
CUST1304,2025-11-11,46.0,Male,54122,13,Bronze,Clothing,4,224.02,150,4.0,1
CUST1305,2024-06-09,33.0,Female,52681,83,Silver,Clothing,7,392.61,46,4.0,0
CUST1306,2025-08-02,35.0,Female,46237,29,Silver,Clothing,3,158.4,11,4.0,0
CUST1307,2025-02-01,48.0,Female,41411,3,Bronze,Electronics,2,101.19,84,3.0,1
CUST1308,2024-10-03,31.0,Male,46058,90,Silver,Clothing,12,717.22,65,4.0,0
CUST1309,2025-05-18,42.0,Female,58783,58,Silver,Home & Kitchen,9,534.08,132,3.0,1
CUST1310,2025-01-26,28.0,Female,38448,76,Gold,Electronics,14,614.54,136,2.0,1
CUST1311,2024-05-14,30.0,Female,27637,2,Bronze,Electronics,2,90.3,147,4.0,1
CUST1312,2024-07-13,33.0,Female,57445,75,Gold,Electronics,14,799.06,109,2.0,0
CUST1313,2025-02-04,41.0,Female,38107,28,Silver,Clothing,7,352.73,81,,1
CUST1314,2025-10-01,49.0,Male,15000,82,Silver,Beauty,14,378.79,124,1.0,1
CUST1315,2024-02-02,36.0,Male,67215,77,Silver,Electronics,8,583.62,62,4.0,1
CUST1316,2025-11-18,18.0,Female,34593,86,Silver,Sports & Outdoors,14,556.79,71,3.0,0
CUST1317,2025-04-04,,Male,70217,76,Silver,Electronics,12,924.6,97,4.0,1
CUST1318,2025-04-14,64.0,Non-Binary,69548,2,Silver,Beauty,6,418.11,72,3.0,1
CUST1319,2025-01-09,36.0,Female,60359,7,Silver,Clothing,6,349.21,70,3.0,1
CUST1320,2024-01-22,18.0,Non-Binary,146292,26,Silver,Home & Kitchen,2,278.62,29,3.0,1
CUST1321,2025-10-31,37.0,Male,50991,90,Premium,Clothing,10,449.77,124,4.0,1
CUST1322,2024-02-07,34.0,Female,48068,88,Gold,Clothing,6,313.3,15,3.0,0
CUST1323,2024-08-17,33.0,Female,70834,76,Gold,Beauty,14,1056.78,132,5.0,0
CUST1324,2024-12-30,46.0,Female,52704,16,Bronze,Beauty,5,313.54,156,5.0,1
CUST1325,2025-07-16,51.0,Female,85719,23,Bronze,Clothing,8,740.52,46,4.0,0
CUST1326,2025-03-13,43.0,Male,32439,40,Bronze,Electronics,8,407.36,100,5.0,0
CUST1327,2024-10-09,33.0,Female,32655,60,Gold,Electronics,12,594.85,106,3.0,0
CUST1328,2024-01-27,48.0,Female,73200,73,Silver,Beauty,8,615.66,125,4.0,0
CUST1329,2024-08-13,18.0,Male,33816,32,Bronze,Clothing,7,341.66,21,4.0,0
CUST1330,2024-10-03,26.0,Male,68753,15,Silver,Clothing,5,365.87,82,4.0,0
CUST1331,2025-08-31,27.0,Female,62482,13,Bronze,Home & Kitchen,3,211.49,162,5.0,1
CUST1332,2024-10-10,34.0,Female,40816,5,Silver,Beauty,1,46.02,59,4.0,0
CUST1333,2025-04-25,41.0,Prefer not to say,62411,75,Silver,Home & Kitchen,9,623.88,57,5.0,0
CUST1334,2025-03-28,32.0,Female,32886,74,Silver,Beauty,11,440.43,2,3.0,0
CUST1335,2025-10-20,24.0,Male,36122,52,Gold,Beauty,8,353.87,161,4.0,0
CUST1336,2025-05-30,46.0,Male,49009,77,Silver,Clothing,14,814.34,44,4.0,0
CUST1337,2025-06-30,32.0,Male,55615,41,Silver,Clothing,5,359.01,49,4.0,0
CUST1338,2024-07-10,36.0,Male,47723,53,Silver,Beauty,9,510.69,1,3.0,1
CUST1339,2024-02-18,41.0,Male,64079,50,Silver,Clothing,4,273.36,14,4.0,0
CUST1340,2025-05-26,35.0,Male,62945,15,Bronze,Sports & Outdoors,2,126.59,164,5.0,0
CUST1341,2024-01-17,35.0,Male,99348,7,Silver,Electronics,1,102.27,142,2.0,1
CUST1342,2024-06-20,47.0,Female,51871,40,Gold,Electronics,3,169.65,95,4.0,0
CUST1343,2024-08-07,36.0,Male,86895,28,Gold,Sports & Outdoors,5,446.42,84,3.0,0
CUST1344,2024-06-06,45.0,Female,77880,32,Silver,Home & Kitchen,4,333.64,110,5.0,0
CUST1345,2025-04-21,,Female,134892,99,Gold,Clothing,15,2005.96,179,3.0,1
CUST1346,2024-02-15,,Male,51212,15,Bronze,Beauty,5,309.44,22,2.0,0
CUST1347,2025-01-07,39.0,Male,45546,100,Premium,Home & Kitchen,15,702.57,98,3.0,0
CUST1348,2025-06-01,42.0,Male,89118,85,Gold,Clothing,8,645.43,36,4.0,0
CUST1349,2024-04-08,48.0,Male,62869,70,Gold,Electronics,10,708.98,106,1.0,0
CUST1350,2024-02-06,35.0,Female,89976,65,Gold,Beauty,12,1084.92,40,4.0,0
CUST1351,2024-10-06,27.0,Male,71779,4,Bronze,Beauty,1,76.77,56,5.0,0
CUST1352,2024-12-14,29.0,Male,23200,11,Bronze,Electronics,3,128.8,96,5.0,0
CUST1353,2025-05-11,29.0,Male,62640,26,Silver,Beauty,5,320.59,24,1.0,1
CUST1354,2024-10-28,23.0,Prefer not to say,61030,61,Gold,Beauty,12,867.78,109,5.0,0
CUST1355,2024-06-29,38.0,Female,56833,37,Bronze,Clothing,5,296.64,36,4.0,0
CUST1356,2025-08-29,27.0,Female,51110,23,Bronze,Home & Kitchen,4,261.67,39,2.0,0
CUST1357,2024-04-08,37.0,Male,28503,93,Gold,Clothing,16,680.08,84,1.0,1
CUST1358,2025-11-30,,Female,76443,85,Gold,Clothing,8,569.33,45,2.0,0
CUST1359,2024-04-25,34.0,Female,62576,91,Premium,Home & Kitchen,16,1040.96,101,4.0,1
CUST1360,2024-07-09,41.0,Female,83735,40,Silver,Beauty,1,94.36,97,1.0,0
CUST1361,2024-09-09,28.0,Prefer not to say,29118,77,Silver,Home & Kitchen,11,530.38,18,,0
CUST1362,2024-06-09,42.0,Male,66005,23,Bronze,Clothing,6,438.15,90,4.0,0
CUST1363,2024-09-12,53.0,Non-Binary,49058,16,Bronze,Electronics,1,57.65,136,4.0,1
CUST1364,2024-11-18,39.0,Female,57076,94,Gold,Electronics,13,828.91,68,4.0,0
CUST1365,2024-05-07,25.0,Male,49285,61,Silver,Clothing,7,407.79,4,4.0,1
CUST1366,2024-01-18,27.0,Male,66975,68,Gold,Electronics,11,771.19,153,1.0,1
CUST1367,2025-07-19,32.0,Non-Binary,50487,80,Gold,Home & Kitchen,20,1262.55,146,,0
CUST1368,2025-07-23,27.0,Male,35378,31,Silver,Clothing,5,236.85,157,2.0,1
CUST1369,2024-11-18,23.0,Female,55782,53,Gold,Beauty,9,509.92,47,4.0,0
CUST1370,2025-11-16,36.0,Non-Binary,49462,25,Bronze,Clothing,5,297.47,111,4.0,0
CUST1371,2025-09-17,32.0,Female,52118,44,Silver,Home & Kitchen,4,237.03,143,2.0,1
CUST1372,2024-10-14,37.0,Male,15055,12,Silver,Clothing,1,25.98,17,5.0,0
CUST1373,2025-10-24,,Female,70805,90,Gold,Electronics,11,918.46,148,3.0,0
CUST1374,2025-09-30,32.0,Male,47513,97,Gold,Electronics,10,551.13,30,1.0,1
CUST1375,2024-06-03,20.0,Female,31425,92,Gold,Clothing,12,376.84,128,5.0,0
CUST1376,2025-05-04,30.0,Male,77937,9,Bronze,Beauty,2,157.48,130,4.0,1
CUST1377,2025-01-20,44.0,Female,69507,12,Bronze,Electronics,4,311.56,24,4.0,0
CUST1378,2024-04-13,43.0,Female,47273,69,Gold,Home & Kitchen,12,597.14,7,4.0,0
CUST1379,2025-01-27,41.0,Female,33988,54,Gold,Sports & Outdoors,9,433.09,61,4.0,0
CUST1380,2024-09-02,27.0,Female,57864,54,Silver,Beauty,9,524.08,134,1.0,1
CUST1381,2024-06-24,44.0,Female,56606,28,Silver,Electronics,5,344.28,6,3.0,1
CUST1382,2024-02-08,46.0,Female,77992,56,Gold,Sports & Outdoors,8,617.04,135,3.0,1
CUST1383,2025-04-21,26.0,Male,45122,99,Premium,Electronics,17,864.33,18,1.0,1
CUST1384,2025-11-12,34.0,Female,86908,69,Silver,Clothing,4,341.17,144,4.0,1
CUST1385,2025-06-21,59.0,Male,43414,98,Gold,Beauty,14,758.32,138,3.0,0
CUST1386,2025-02-11,26.0,Female,31454,98,Premium,Home & Kitchen,11,554.75,110,3.0,1
CUST1387,2025-06-08,18.0,Male,34259,77,Gold,Clothing,10,436.23,176,1.0,1
CUST1388,2025-05-20,,Male,52558,58,Gold,Clothing,6,352.46,10,4.0,0
CUST1389,2024-02-05,48.0,Female,52492,78,Silver,Clothing,14,782.28,40,4.0,0
CUST1390,2025-11-15,29.0,Male,61438,75,Silver,Clothing,11,638.68,113,3.0,1
CUST1391,2024-01-20,33.0,Male,51973,42,Gold,Clothing,13,727.26,179,4.0,0
CUST1392,2024-11-16,,Female,79663,38,Silver,Sports & Outdoors,9,675.82,91,2.0,0
CUST1393,2025-05-26,36.0,Female,48542,68,Silver,Sports & Outdoors,10,460.15,74,4.0,0
CUST1394,2025-02-03,,Female,24248,53,Silver,Beauty,16,557.15,66,1.0,1
CUST1395,2025-10-15,28.0,Male,51338,33,Bronze,Clothing,3,165.21,167,3.0,1
CUST1396,2025-04-15,45.0,Female,24147,71,Gold,Home & Kitchen,10,420.05,4,4.0,0
CUST1397,2024-05-22,40.0,Male,60065,56,Gold,Sports & Outdoors,11,668.54,115,5.0,0
CUST1398,2024-04-01,41.0,Female,82249,72,Silver,Beauty,16,1390.28,149,3.0,1
CUST1399,2024-12-19,29.0,Female,36320,51,Silver,Clothing,5,242.6,117,4.0,1
CUST1400,2025-12-27,30.0,Female,95040,74,Premium,Electronics,6,605.31,164,,0
CUST1401,2024-02-20,18.0,Male,75491,43,Silver,Electronics,7,538.92,10,5.0,0
CUST1402,2025-10-26,28.0,Male,87310,15,Bronze,Home & Kitchen,8,754.83,43,3.0,1
CUST1403,2025-11-28,48.0,Male,58131,38,Gold,Home & Kitchen,5,331.24,180,3.0,0
CUST1404,2025-07-28,23.0,Male,36226,15,Bronze,Beauty,1,50.88,76,5.0,0
CUST1405,2024-07-08,25.0,Male,73641,5,Silver,Clothing,1,88.34,117,1.0,1
CUST1406,2024-05-04,42.0,Female,41973,93,Silver,Electronics,15,740.42,115,2.0,1
CUST1407,2024-05-29,39.0,Male,56488,83,Silver,Clothing,8,503.42,66,1.0,1
CUST1408,2024-11-09,43.0,Female,50317,54,Silver,Clothing,8,440.97,12,4.0,0
CUST1409,2025-07-23,21.0,Male,84500,51,Gold,Electronics,14,1303.8,91,1.0,1
CUST1410,2024-12-07,65.0,Female,72169,10,Bronze,Home & Kitchen,7,617.15,10,5.0,0
CUST1411,2024-10-31,,Female,52177,12,Bronze,Clothing,2,124.3,138,3.0,1
CUST1412,2025-11-22,36.0,Male,24686,4,Silver,Home & Kitchen,1,27.52,84,1.0,1
CUST1413,2025-11-12,33.0,Male,41795,95,Premium,Clothing,16,726.62,84,3.0,1
CUST1414,2024-02-23,20.0,Female,71419,18,Bronze,Clothing,2,160.63,134,2.0,1
CUST1415,2025-03-19,30.0,Male,60275,80,Silver,Clothing,15,892.61,16,4.0,0
CUST1416,2025-09-04,35.0,Female,29535,36,Silver,Beauty,7,256.27,47,4.0,0
CUST1417,2024-09-20,27.0,Female,26160,25,Bronze,Electronics,2,67.24,141,3.0,0
CUST1418,2024-02-22,46.0,Female,58270,87,Gold,Beauty,19,1200.28,96,1.0,1
CUST1419,2025-07-25,33.0,Male,35306,76,Silver,Clothing,11,502.76,74,4.0,0
CUST1420,2025-09-11,18.0,Female,36692,98,Gold,Beauty,8,289.04,161,4.0,1
CUST1421,2024-01-05,18.0,Female,70522,36,Gold,Beauty,2,132.26,136,4.0,1
CUST1422,2024-04-12,,Female,87162,67,Gold,Clothing,5,400.59,76,4.0,0
CUST1423,2024-07-14,18.0,Male,39909,9,Silver,Home & Kitchen,1,41.34,127,2.0,1
CUST1424,2024-12-15,38.0,Female,52930,61,Gold,Electronics,12,710.26,36,5.0,0
CUST1425,2024-02-16,40.0,Female,52309,53,Gold,Beauty,5,297.82,29,3.0,0
CUST1426,2025-10-17,23.0,Female,50461,18,Bronze,Clothing,4,248.47,168,1.0,1
CUST1427,2024-09-25,45.0,Male,54768,43,Gold,Clothing,12,760.98,172,4.0,1
CUST1428,2025-01-04,18.0,Female,72928,35,Silver,Home & Kitchen,5,364.31,46,5.0,0
CUST1429,2025-09-27,38.0,Male,41153,63,Silver,Beauty,12,605.33,134,4.0,1
CUST1430,2024-04-15,34.0,Female,29276,98,Gold,Electronics,14,625.35,141,2.0,1
CUST1431,2025-10-31,33.0,Female,105941,78,Premium,Home & Kitchen,16,1634.36,47,3.0,0
CUST1432,2025-10-20,20.0,Female,83317,4,Silver,Clothing,1,82.88,133,3.0,1
CUST1433,2025-10-18,,Female,34654,93,Silver,Clothing,12,469.84,33,5.0,0
CUST1434,2024-04-29,54.0,Male,56890,41,Gold,Home & Kitchen,7,408.69,100,2.0,1
CUST1435,2025-08-26,49.0,Prefer not to say,80734,45,Silver,Clothing,8,685.65,45,4.0,1
CUST1436,2024-02-27,43.0,Male,72711,50,Gold,Clothing,11,831.31,69,3.0,0
CUST1437,2024-12-11,46.0,Female,64824,79,Gold,Beauty,15,1182.18,135,4.0,0
CUST1438,2025-04-18,45.0,Female,50339,28,Bronze,Electronics,10,535.66,23,5.0,0
CUST1439,2024-04-26,31.0,Female,107533,42,Silver,Home & Kitchen,6,650.51,66,,0
CUST1440,2024-05-06,35.0,Male,58863,80,Silver,Electronics,15,989.77,3,3.0,0
CUST1441,2025-01-27,18.0,Female,43855,76,Silver,Electronics,7,357.69,0,4.0,0
CUST1442,2025-10-02,33.0,Female,76348,69,Gold,Electronics,18,1376.02,33,4.0,0
CUST1443,2024-02-27,49.0,Male,55997,98,Premium,Home & Kitchen,20,1293.29,108,4.0,0
CUST1444,2025-09-25,27.0,Female,61979,1,Bronze,Home & Kitchen,1,69.36,8,4.0,0
CUST1445,2025-05-27,47.0,Male,58448,39,Gold,Electronics,12,776.6,62,2.0,1
CUST1446,2024-04-05,36.0,Male,65732,96,Premium,Electronics,17,1222.38,9,4.0,0
CUST1447,2025-09-29,18.0,Male,36433,90,Silver,Sports & Outdoors,15,683.15,137,2.0,1
CUST1448,2024-04-27,,Male,30157,17,Bronze,Electronics,2,63.85,177,5.0,1
CUST1449,2025-07-13,46.0,Female,95634,91,Premium,Beauty,7,665.82,43,3.0,0
CUST1450,2025-08-23,41.0,Male,59544,88,Gold,Electronics,13,822.6,117,4.0,1
CUST1451,2025-05-02,36.0,Male,73348,35,Silver,Home & Kitchen,13,1116.11,175,,1
CUST1452,2024-08-24,31.0,Male,26655,46,Bronze,Clothing,11,444.17,5,3.0,0
CUST1453,2024-09-28,37.0,Female,82562,42,Gold,Beauty,9,763.28,120,3.0,1
CUST1454,2024-07-07,45.0,Female,43741,39,Silver,Home & Kitchen,9,483.88,151,4.0,1
CUST1455,2025-12-04,52.0,Male,39032,90,Gold,Clothing,16,678.58,94,4.0,0
CUST1456,2025-03-22,53.0,Male,52537,49,Silver,Electronics,10,557.32,110,5.0,0
CUST1457,2025-08-03,39.0,Female,36440,62,Silver,Home & Kitchen,14,611.7,104,3.0,1
CUST1458,2024-09-03,32.0,Male,53849,38,Bronze,Home & Kitchen,4,247.27,63,4.0,0
CUST1459,2024-03-16,36.0,Female,51026,23,Bronze,Electronics,7,387.44,139,4.0,1
CUST1460,2024-06-02,41.0,Male,82355,22,Bronze,Electronics,4,324.49,162,2.0,1
CUST1461,2025-10-17,41.0,Female,98713,4,Silver,Beauty,3,275.76,70,3.0,0
CUST1462,2025-03-10,50.0,Male,97464,49,Gold,Clothing,8,770.76,103,3.0,0
CUST1463,2024-03-26,60.0,Female,21781,59,Gold,Home & Kitchen,12,407.74,88,3.0,1
CUST1464,2025-11-27,,Male,37070,73,Silver,Clothing,6,288.21,5,,0
CUST1465,2024-10-11,60.0,Prefer not to say,21691,68,Silver,Beauty,6,177.57,109,4.0,0
CUST1466,2024-08-07,49.0,Male,33430,71,Silver,Sports & Outdoors,12,536.55,111,2.0,1
CUST1467,2024-03-09,33.0,Female,41557,87,Gold,Sports & Outdoors,15,666.44,156,4.0,1
CUST1468,2024-02-16,52.0,Male,63504,2,Silver,Electronics,1,66.82,165,5.0,0
CUST1469,2024-04-03,55.0,Male,43768,49,Silver,Beauty,6,317.89,149,4.0,0
CUST1470,2025-03-28,29.0,Female,44258,88,Silver,Clothing,12,607.06,126,4.0,0
CUST1471,2024-07-22,55.0,Male,57950,95,Gold,Home & Kitchen,12,665.79,135,1.0,1
CUST1472,2024-08-05,47.0,Female,27198,31,Bronze,Clothing,6,182.71,62,5.0,0
CUST1473,2025-04-18,,Female,38530,40,Bronze,Electronics,6,289.28,140,3.0,1
CUST1474,2025-03-07,29.0,Female,44056,48,Silver,Sports & Outdoors,9,491.5,154,4.0,0
CUST1475,2024-12-06,30.0,Male,49695,51,Silver,Electronics,4,232.44,145,5.0,0
CUST1476,2025-07-04,18.0,Female,55571,43,Gold,Home & Kitchen,5,321.64,17,4.0,0
CUST1477,2025-09-03,41.0,Male,98213,98,Premium,Beauty,14,1336.18,76,4.0,0
CUST1478,2024-10-15,39.0,Female,77495,55,Silver,Beauty,8,666.17,141,3.0,0
CUST1479,2024-09-10,28.0,Female,39613,88,Silver,Electronics,13,645.98,138,1.0,0
CUST1480,2024-12-22,34.0,Female,48538,49,Silver,Clothing,8,418.01,102,4.0,0
CUST1481,2024-01-23,19.0,Female,47233,90,Silver,Beauty,12,683.2,116,1.0,1
CUST1482,2025-06-05,49.0,Female,43869,80,Silver,Clothing,11,583.42,16,4.0,0
CUST1483,2024-04-09,29.0,Male,60092,57,Silver,Clothing,9,660.95,178,1.0,1
CUST1484,2024-06-28,72.0,Female,25609,77,Silver,Clothing,11,475.61,13,5.0,0
CUST1485,2024-08-10,32.0,Male,76643,15,Silver,Clothing,4,313.63,56,2.0,0
CUST1486,2025-10-20,25.0,Female,106091,27,Silver,Beauty,2,202.64,92,4.0,0
CUST1487,2025-03-17,30.0,Female,48373,68,Gold,Clothing,10,631.06,133,4.0,0
CUST1488,2025-08-30,18.0,Female,47996,80,Silver,Home & Kitchen,14,808.56,113,,0
CUST1489,2024-11-20,40.0,Male,57380,64,Silver,Clothing,10,619.46,131,3.0,1
CUST1490,2025-05-30,29.0,Female,81015,94,Premium,Clothing,11,798.24,138,3.0,0
CUST1491,2024-01-16,48.0,Male,47331,30,Bronze,Electronics,10,506.65,108,3.0,1
CUST1492,2024-12-01,31.0,Male,78293,36,Gold,Clothing,10,761.19,118,3.0,0
CUST1493,2024-09-14,51.0,Male,65515,67,Gold,Clothing,12,826.37,91,,1
CUST1494,2025-05-11,44.0,Male,138591,86,Premium,Home & Kitchen,15,2003.78,10,4.0,0
CUST1495,2024-06-08,35.0,Male,47248,86,Gold,Clothing,12,698.76,98,2.0,0
CUST1496,2025-04-19,53.0,Female,24446,49,Bronze,Clothing,8,342.97,7,5.0,0
CUST1497,2025-10-25,46.0,Male,30377,76,Silver,Clothing,10,449.71,113,4.0,0
CUST1498,2025-11-20,,Male,54144,55,Silver,Electronics,11,589.79,148,2.0,1
CUST1499,2025-11-05,,Female,81291,85,Premium,Sports & Outdoors,19,1669.96,64,3.0,0
CUST1500,2025-01-14,35.0,Male,41507,56,Gold,Clothing,9,524.3,92,5.0,0
CUST1501,2025-06-28,53.0,Female,49132,68,Silver,Electronics,4,257.45,151,1.0,1
CUST1502,2025-11-21,18.0,Female,70868,95,Premium,Electronics,18,1223.86,157,4.0,0
CUST1503,2025-03-02,,Non-Binary,36627,44,Bronze,Sports & Outdoors,5,222.84,103,4.0,1
CUST1504,2025-09-04,40.0,Female,42198,31,Bronze,Electronics,12,659.64,98,2.0,1
CUST1505,2024-09-24,24.0,Female,33777,58,Silver,Beauty,13,485.63,83,4.0,0
CUST1506,2025-07-30,18.0,Female,86329,87,Premium,Electronics,15,1174.74,72,3.0,0
CUST1507,2025-02-20,26.0,Male,99838,53,Gold,Sports & Outdoors,2,199.54,144,3.0,0
CUST1508,2024-06-16,18.0,Female,28648,84,Silver,Beauty,12,425.94,58,4.0,0
CUST1509,2024-02-12,29.0,Male,50907,79,Silver,Home & Kitchen,17,837.51,30,4.0,1
CUST1510,2025-07-09,42.0,Female,94612,23,Silver,Electronics,4,399.96,63,5.0,0
CUST1511,2024-10-11,,Male,63203,28,Bronze,Clothing,7,479.44,47,4.0,0
CUST1512,2025-01-31,51.0,Female,44309,16,Bronze,Clothing,5,246.6,22,4.0,1
CUST1513,2024-01-12,54.0,Male,29032,37,Bronze,Clothing,6,11200.0,157,4.0,0
CUST1514,2025-08-29,50.0,Female,85461,21,Bronze,Clothing,8,696.72,54,,0
CUST1515,2024-10-28,,Male,62245,79,Silver,Electronics,12,833.38,6,4.0,0
CUST1516,2024-09-09,18.0,Female,29894,17,Bronze,Home & Kitchen,4,166.17,111,,0
CUST1517,2025-05-13,26.0,Female,86733,37,Gold,Clothing,6,478.1,105,1.0,0
CUST1518,2024-02-04,33.0,Male,28409,77,Silver,Clothing,15,615.88,97,4.0,1
CUST1519,2025-12-27,24.0,Female,49337,19,Bronze,Electronics,5,297.93,11,1.0,1
CUST1520,2024-03-30,33.0,Female,48474,30,Bronze,Sports & Outdoors,6,322.07,59,4.0,0
CUST1521,2025-08-27,54.0,Female,102949,45,Silver,Clothing,7,741.92,51,4.0,0
CUST1522,2025-08-24,18.0,Male,48543,18,Bronze,Beauty,4,204.77,154,5.0,1
CUST1523,2025-02-21,56.0,Male,48473,78,Gold,Clothing,12,742.17,139,2.0,1
CUST1524,2024-04-24,45.0,Male,31238,62,Gold,Electronics,15,625.4,140,4.0,0
CUST1525,2025-09-08,38.0,Male,41709,36,Silver,Clothing,6,283.66,71,2.0,0
CUST1526,2024-07-14,,Female,38860,100,Premium,Clothing,15,686.87,124,4.0,1
CUST1527,2025-05-15,24.0,Male,39677,84,Silver,Beauty,8,424.48,156,4.0,0
CUST1528,2025-09-17,18.0,Female,54022,52,Gold,Home & Kitchen,10,612.05,162,4.0,0
CUST1529,2025-05-07,55.0,Male,20352,19,Bronze,Clothing,8,281.48,59,4.0,0
CUST1530,2024-03-15,53.0,Female,29452,44,Bronze,Sports & Outdoors,9,404.25,156,5.0,0
CUST1531,2025-02-16,18.0,Female,51546,7,Silver,Clothing,1,55.33,30,1.0,1
CUST1532,2025-01-10,28.0,Female,56564,44,Silver,Sports & Outdoors,7,439.41,76,3.0,0
CUST1533,2025-02-23,40.0,Male,49082,68,Silver,Sports & Outdoors,7,383.46,75,4.0,0
CUST1534,2025-12-29,31.0,Male,53014,34,Bronze,Electronics,2,128.53,60,3.0,0
CUST1535,2024-10-03,18.0,Male,45752,66,Silver,Clothing,10,512.14,1,2.0,1
CUST1536,2025-11-06,27.0,Male,53489,69,Silver,Clothing,17,1016.83,160,4.0,0
CUST1537,2025-01-28,58.0,Male,64106,55,Silver,Home & Kitchen,7,559.3,120,3.0,1
CUST1538,2025-04-01,27.0,Male,63926,10,Bronze,Clothing,6,448.18,58,3.0,0
CUST1539,2024-07-10,33.0,Male,40906,96,Gold,Sports & Outdoors,13,570.86,39,4.0,0
CUST1540,2025-11-19,21.0,Female,77705,42,Silver,Home & Kitchen,6,505.58,176,,1
CUST1541,2024-04-08,42.0,Male,57381,41,Gold,Electronics,10,662.61,31,1.0,1
CUST1542,2025-07-01,36.0,Female,88214,77,Gold,Electronics,12,996.1,37,1.0,1
CUST1543,2024-04-05,26.0,Male,95586,69,Silver,Home & Kitchen,13,1223.36,91,5.0,0
CUST1544,2025-10-25,19.0,Female,30258,10,Bronze,Electronics,2,70.95,87,5.0,1
CUST1545,2025-10-24,51.0,Female,38216,10,Silver,Beauty,2,69.77,140,4.0,1
CUST1546,2024-07-08,18.0,Female,74612,91,Premium,Clothing,11,840.91,84,3.0,1
CUST1547,2024-02-06,41.0,Female,27686,60,Silver,Clothing,13,462.04,75,5.0,0
CUST1548,2025-01-03,18.0,Male,95102,51,Silver,Electronics,6,532.48,127,4.0,0
CUST1549,2025-11-25,,Female,46961,21,Silver,Home & Kitchen,5,270.43,12,4.0,0
CUST1550,2025-06-08,46.0,Male,67822,8,Bronze,Electronics,3,182.75,38,4.0,0
CUST1551,2024-10-05,48.0,Male,51435,65,Silver,Beauty,10,580.69,22,3.0,0
CUST1552,2024-08-04,33.0,Female,30874,92,Silver,Clothing,12,489.66,109,3.0,0
CUST1553,2024-09-29,54.0,Female,82195,78,Gold,Beauty,11,955.78,106,2.0,1
CUST1554,2024-03-02,62.0,Male,161931,85,Premium,Home & Kitchen,14,1986.97,91,3.0,0
CUST1555,2025-08-18,31.0,Female,43854,30,Silver,Electronics,3,186.73,141,4.0,0
CUST1556,2025-12-29,29.0,Female,47367,85,Gold,Beauty,11,695.77,144,5.0,0
CUST1557,2024-12-07,36.0,Male,18676,49,Silver,Electronics,9,240.28,23,4.0,0
CUST1558,2025-01-31,29.0,Male,92525,9,Bronze,Clothing,2,198.81,33,3.0,0
CUST1559,2025-11-29,27.0,Male,77601,17,Bronze,Electronics,5,419.76,178,1.0,1
CUST1560,2024-01-19,28.0,Male,26937,69,Gold,Beauty,9,317.25,111,1.0,0
CUST1561,2024-06-25,55.0,Male,23592,58,Silver,Sports & Outdoors,5,158.13,137,3.0,0
